図鑑No,名前,系統,紫卵,特性,性格,素質,HP,MP,攻,守,素早,攻魔,回魔,器用
76,まおうのつかい,ゾンビ系,18000歩,なし,ちからじまん,特,1072,206,604,552,317,493,202,348
76,まおうのつかい,ゾンビ系,18000歩,なし,ちからじまん,優,1009,194,569,520,298,464,190,328
76,まおうのつかい,ゾンビ系,18000歩,なし,ちからじまん,並,946,182,533,487,279,435,179,307
76,まおうのつかい,ゾンビ系,18000歩,なし,いっぴきおおかみ,極,1286,255,691,599,420,641,233,418
76,まおうのつかい,ゾンビ系,18000歩,なし,いっぴきおおかみ,超,1183,235,635,551,387,590,214,385
76,まおうのつかい,ゾンビ系,18000歩,なし,いっぴきおおかみ,特,1093,217,587,509,357,545,198,356
76,まおうのつかい,ゾンビ系,18000歩,なし,いっぴきおおかみ,優,1029,204,553,479,336,513,186,335
76,まおうのつかい,ゾンビ系,18000歩,なし,いっぴきおおかみ,並,964,192,518,449,315,481,175,314
76,まおうのつかい,ゾンビ系,18000歩,なし,むっつりスケベ,極,1261,247,650,643,432,592,243,462
76,まおうのつかい,ゾンビ系,18000歩,なし,むっつりスケベ,超,1160,228,598,592,398,545,224,426
76,まおうのつかい,ゾンビ系,18000歩,なし,むっつりスケベ,特,1072,210,553,547,368,503,207,393
76,まおうのつかい,ゾンビ系,18000歩,なし,むっつりスケベ,優,1009,198,520,515,346,474,194,370
76,まおうのつかい,ゾンビ系,18000歩,なし,むっつりスケベ,並,946,186,488,482,324,444,182,347
76,まおうのつかい,ゾンビ系,18000歩,なし,おおぐらい,極,1237,242,684,662,368,568,233,440
76,まおうのつかい,ゾンビ系,18000歩,なし,おおぐらい,超,1138,223,629,609,339,522,214,405
76,まおうのつかい,ゾンビ系,18000歩,なし,おおぐらい,特,1051,206,581,563,313,483,198,374
76,まおうのつかい,ゾンビ系,18000歩,なし,おおぐらい,優,989,194,547,530,295,454,186,352
76,まおうのつかい,ゾンビ系,18000歩,なし,おおぐらい,並,928,182,513,497,276,426,175,330
10008,闇竜バルボロス,ドラゴン系,18000歩,いきなりドルマフォース,ぬけめがない,極,1124,192,637,693,505,210,88,782
10008,闇竜バルボロス,ドラゴン系,18000歩,いきなりドルマフォース,ぬけめがない,超,1035,177,587,638,465,194,81,720
10008,闇竜バルボロス,ドラゴン系,18000歩,いきなりドルマフォース,ぬけめがない,特,956,164,542,590,430,179,75,665
10008,闇竜バルボロス,ドラゴン系,18000歩,いきなりドルマフォース,ぬけめがない,優,900,154,510,555,404,168,71,626
10008,闇竜バルボロス,ドラゴン系,18000歩,いきなりドルマフォース,ぬけめがない,並,843,144,478,520,379,158,66,587
10008,闇竜バルボロス,ドラゴン系,18000歩,いきなりドルマフォース,おせっかい,極,1068,202,625,714,505,196,96,782
10008,闇竜バルボロス,ドラゴン系,18000歩,いきなりドルマフォース,おせっかい,超,983,186,575,657,465,180,88,720
10008,闇竜バルボロス,ドラゴン系,18000歩,いきなりドルマフォース,おせっかい,特,908,172,531,607,430,167,81,665
10008,闇竜バルボロス,ドラゴン系,18000歩,いきなりドルマフォース,おせっかい,優,855,162,500,572,404,157,77,626
10008,闇竜バルボロス,ドラゴン系,18000歩,いきなりドルマフォース,おせっかい,並,801,152,469,536,379,147,72,587
10008,闇竜バルボロス,ドラゴン系,18000歩,いきなりドルマフォース,ずのうめいせき,極,1091,208,593,659,480,221,93,822
10008,闇竜バルボロス,ドラゴン系,18000歩,いきなりドルマフォース,ずのうめいせき,超,1004,191,546,606,442,203,86,756
10008,闇竜バルボロス,ドラゴン系,18000歩,いきなりドルマフォース,ずのうめいせき,特,927,177,504,560,408,188,79,698
10008,闇竜バルボロス,ドラゴン系,18000歩,いきなりドルマフォース,ずのうめいせき,優,873,166,474,527,384,177,74,657
10008,闇竜バルボロス,ドラゴン系,18000歩,いきなりドルマフォース,ずのうめいせき,並,818,156,445,494,360,166,70,616
10008,闇竜バルボロス,ドラゴン系,18000歩,いきなりドルマフォース,きれもの,極,1091,202,606,659,531,227,82,822
10008,闇竜バルボロス,ドラゴン系,18000歩,いきなりドルマフォース,きれもの,超,1004,186,557,606,488,209,76,756
10008,闇竜バルボロス,ドラゴン系,18000歩,いきなりドルマフォース,きれもの,特,927,172,515,560,451,193,70,698
10008,闇竜バルボロス,ドラゴン系,18000歩,いきなりドルマフォース,きれもの,優,873,162,485,527,425,182,66,657
10008,闇竜バルボロス,ドラゴン系,18000歩,いきなりドルマフォース,きれもの,並,818,152,454,494,398,171,62,616
10008,闇竜バルボロス,ドラゴン系,18000歩,いきなりドルマフォース,ちからじまん,極,1158,179,676,714,470,200,84,728
10008,闇竜バルボロス,ドラゴン系,18000歩,いきなりドルマフォース,ちからじまん,超,1066,165,622,657,433,184,77,670
10008,闇竜バルボロス,ドラゴン系,18000歩,いきなりドルマフォース,ちからじまん,特,985,152,574,607,400,170,72,619
10008,闇竜バルボロス,ドラゴン系,18000歩,いきなりドルマフォース,ちからじまん,優,927,143,541,572,376,160,67,582
10008,闇竜バルボロス,ドラゴン系,18000歩,いきなりドルマフォース,ちからじまん,並,869,134,507,536,353,150,63,546
10008,闇竜バルボロス,ドラゴン系,18000歩,いきなりドルマフォース,いっぴきおおかみ,極,1181,189,657,659,531,221,82,743
10008,闇竜バルボロス,ドラゴン系,18000歩,いきなりドルマフォース,いっぴきおおかみ,超,1086,174,604,606,488,203,76,684
10008,闇竜バルボロス,ドラゴン系,18000歩,いきなりドルマフォース,いっぴきおおかみ,特,1004,160,558,560,451,188,70,632
10008,闇竜バルボロス,ドラゴン系,18000歩,いきなりドルマフォース,いっぴきおおかみ,優,945,151,525,527,425,177,66,595
10008,闇竜バルボロス,ドラゴン系,18000歩,いきなりドルマフォース,いっぴきおおかみ,並,886,142,493,494,398,166,62,558
10008,闇竜バルボロス,ドラゴン系,18000歩,いきなりドルマフォース,むっつりスケベ,極,1158,183,618,707,546,204,86,822
10008,闇竜バルボロス,ドラゴン系,18000歩,いきなりドルマフォース,むっつりスケベ,超,1066,168,569,651,502,188,79,756
10008,闇竜バルボロス,ドラゴン系,18000歩,いきなりドルマフォース,むっつりスケベ,特,985,156,526,601,464,174,73,698
10008,闇竜バルボロス,ドラゴン系,18000歩,いきなりドルマフォース,むっつりスケベ,優,927,146,495,566,437,163,69,657
10008,闇竜バルボロス,ドラゴン系,18000歩,いきなりドルマフォース,むっつりスケベ,並,869,137,464,531,410,153,65,616
10008,闇竜バルボロス,ドラゴン系,18000歩,いきなりドルマフォース,おおぐらい,極,1136,179,650,728,465,196,82,782
10008,闇竜バルボロス,ドラゴン系,18000歩,いきなりドルマフォース,おおぐらい,超,1045,165,598,670,428,180,76,720
10008,闇竜バルボロス,ドラゴン系,18000歩,いきなりドルマフォース,おおぐらい,特,965,152,553,619,395,167,70,665
10008,闇竜バルボロス,ドラゴン系,18000歩,いきなりドルマフォース,おおぐらい,優,909,143,520,583,372,157,66,626
10008,闇竜バルボロス,ドラゴン系,18000歩,いきなりドルマフォース,おおぐらい,並,852,134,488,546,349,147,62,587
45,ゴーレム,物質系,13000歩,みがわり,ぬけめがない,極,1382,230,486,881,103,168,238,103
45,ゴーレム,物質系,13000歩,みがわり,ぬけめがない,超,1272,212,448,811,95,155,219,95
45,ゴーレム,物質系,13000歩,みがわり,ぬけめがない,特,1175,196,414,749,88,143,203,88
45,ゴーレム,物質系,13000歩,みがわり,ぬけめがない,優,1106,184,389,705,83,135,191,83
45,ゴーレム,物質系,13000歩,みがわり,ぬけめがない,並,1037,173,365,661,78,126,179,78
45,ゴーレム,物質系,13000歩,みがわり,おせっかい,極,1313,242,477,908,103,157,258,103
45,ゴーレム,物質系,13000歩,みがわり,おせっかい,超,1208,223,439,835,95,144,237,95
45,ゴーレム,物質系,13000歩,みがわり,おせっかい,特,1116,206,405,772,88,133,219,88
45,ゴーレム,物質系,13000歩,みがわり,おせっかい,優,1051,194,382,726,83,125,206,83
45,ゴーレム,物質系,13000歩,みがわり,おせっかい,並,985,182,358,681,78,118,193,78
45,ゴーレム,物質系,13000歩,みがわり,ずのうめいせき,極,1341,249,452,837,98,177,250,109
45,ゴーレム,物質系,13000歩,みがわり,ずのうめいせき,超,1234,229,416,770,91,163,230,100
45,ゴーレム,物質系,13000歩,みがわり,ずのうめいせき,特,1140,212,385,712,84,150,213,92
45,ゴーレム,物質系,13000歩,みがわり,ずのうめいせき,優,1073,199,362,670,79,142,200,87
45,ゴーレム,物質系,13000歩,みがわり,ずのうめいせき,並,1006,187,339,628,74,133,188,82
45,ゴーレム,物質系,13000歩,みがわり,きれもの,極,1341,242,462,837,109,182,222,109
45,ゴーレム,物質系,13000歩,みがわり,きれもの,超,1234,223,425,770,100,167,204,100
45,ゴーレム,物質系,13000歩,みがわり,きれもの,特,1140,206,393,712,92,155,189,92
45,ゴーレム,物質系,13000歩,みがわり,きれもの,優,1073,194,370,670,87,146,178,87
45,ゴーレム,物質系,13000歩,みがわり,きれもの,並,1006,182,347,628,82,137,167,82
45,ゴーレム,物質系,13000歩,みがわり,ちからじまん,極,1424,214,516,908,96,160,227,96
45,ゴーレム,物質系,13000歩,みがわり,ちからじまん,超,1310,197,474,835,89,147,209,89
45,ゴーレム,物質系,13000歩,みがわり,ちからじまん,特,1210,182,438,772,82,136,193,82
45,ゴーレム,物質系,13000歩,みがわり,ちからじまん,優,1139,172,413,726,77,128,181,77
45,ゴーレム,物質系,13000歩,みがわり,ちからじまん,並,1068,161,387,681,72,120,170,72
45,ゴーレム,物質系,13000歩,みがわり,いっぴきおおかみ,極,1452,226,501,837,109,177,222,98
45,ゴーレム,物質系,13000歩,みがわり,いっぴきおおかみ,超,1336,208,461,770,100,163,204,91
45,ゴーレム,物質系,13000歩,みがわり,いっぴきおおかみ,特,1234,192,426,712,92,150,189,84
45,ゴーレム,物質系,13000歩,みがわり,いっぴきおおかみ,優,1161,181,401,670,87,142,178,79
45,ゴーレム,物質系,13000歩,みがわり,いっぴきおおかみ,並,1089,170,376,628,82,133,167,74
45,ゴーレム,物質系,13000歩,みがわり,むっつりスケベ,極,1424,219,472,899,112,163,231,109
45,ゴーレム,物質系,13000歩,みがわり,むっつりスケベ,超,1310,202,434,827,103,150,213,100
45,ゴーレム,物質系,13000歩,みがわり,むっつりスケベ,特,1210,186,401,764,95,139,197,92
45,ゴーレム,物質系,13000歩,みがわり,むっつりスケベ,優,1139,175,378,719,89,131,185,87
45,ゴーレム,物質系,13000歩,みがわり,むっつりスケベ,並,1068,164,354,674,84,123,174,82
45,ゴーレム,物質系,13000歩,みがわり,おおぐらい,極,1396,214,496,926,95,157,222,103
45,ゴーレム,物質系,13000歩,みがわり,おおぐらい,超,1285,197,457,852,88,144,204,95
45,ゴーレム,物質系,13000歩,みがわり,おおぐらい,特,1187,182,422,787,81,133,189,88
45,ゴーレム,物質系,13000歩,みがわり,おおぐらい,優,1117,172,397,741,76,125,178,83
45,ゴーレム,物質系,13000歩,みがわり,おおぐらい,並,1047,161,372,694,72,118,167,78
18,スカイドラゴン,ドラゴン系,13000歩,なし,ぬけめがない,極,1255,263,658,527,257,171,135,616
18,スカイドラゴン,ドラゴン系,13000歩,なし,ぬけめがない,超,1155,242,606,485,237,158,125,567
18,スカイドラゴン,ドラゴン系,13000歩,なし,ぬけめがない,特,1067,224,560,448,219,146,115,524
18,スカイドラゴン,ドラゴン系,13000歩,なし,ぬけめがない,優,1004,211,527,422,206,137,108,493
18,スカイドラゴン,ドラゴン系,13000歩,なし,ぬけめがない,並,942,198,494,396,193,129,102,462
18,スカイドラゴン,ドラゴン系,13000歩,なし,おせっかい,極,1193,277,645,543,257,160,146,616
18,スカイドラゴン,ドラゴン系,13000歩,なし,おせっかい,超,1097,255,594,500,237,147,135,567
18,スカイドラゴン,ドラゴン系,13000歩,なし,おせっかい,特,1014,235,549,462,219,136,124,524
18,スカイドラゴン,ドラゴン系,13000歩,なし,おせっかい,優,954,221,516,435,206,128,117,493
18,スカイドラゴン,ドラゴン系,13000歩,なし,おせっかい,並,895,208,484,408,193,120,110,462
18,スカイドラゴン,ドラゴン系,13000歩,なし,ずのうめいせき,極,1218,285,612,501,245,180,142,647
18,スカイドラゴン,ドラゴン系,13000歩,なし,ずのうめいせき,超,1120,262,563,461,225,166,131,596
18,スカイドラゴン,ドラゴン系,13000歩,なし,ずのうめいせき,特,1035,242,521,426,208,153,121,550
18,スカイドラゴン,ドラゴン系,13000歩,なし,ずのうめいせき,優,974,228,490,401,196,144,114,518
18,スカイドラゴン,ドラゴン系,13000歩,なし,ずのうめいせき,並,914,214,459,376,184,135,107,486
18,スカイドラゴン,ドラゴン系,13000歩,なし,きれもの,極,1218,277,626,501,270,185,126,647
18,スカイドラゴン,ドラゴン系,13000歩,なし,きれもの,超,1120,255,576,461,249,170,116,596
18,スカイドラゴン,ドラゴン系,13000歩,なし,きれもの,特,1035,235,532,426,230,157,107,550
18,スカイドラゴン,ドラゴン系,13000歩,なし,きれもの,優,974,221,501,401,216,148,101,518
18,スカイドラゴン,ドラゴン系,13000歩,なし,きれもの,並,914,208,469,376,203,139,95,486
18,スカイドラゴン,ドラゴン系,13000歩,なし,ちからじまん,極,1293,245,698,543,240,163,129,573
18,スカイドラゴン,ドラゴン系,13000歩,なし,ちからじまん,超,1190,226,642,500,220,150,118,528
18,スカイドラゴン,ドラゴン系,13000歩,なし,ちからじまん,特,1099,208,593,462,204,139,110,487
18,スカイドラゴン,ドラゴン系,13000歩,なし,ちからじまん,優,1035,196,558,435,192,130,103,459
18,スカイドラゴン,ドラゴン系,13000歩,なし,ちからじまん,並,970,184,524,408,180,122,97,430
18,スカイドラゴン,ドラゴン系,13000歩,なし,いっぴきおおかみ,極,1318,258,678,501,270,180,126,586
18,スカイドラゴン,ドラゴン系,13000歩,なし,いっぴきおおかみ,超,1213,238,624,461,249,166,116,539
18,スカイドラゴン,ドラゴン系,13000歩,なし,いっぴきおおかみ,特,1121,220,577,426,230,153,107,498
18,スカイドラゴン,ドラゴン系,13000歩,なし,いっぴきおおかみ,優,1055,207,543,401,216,144,101,469
18,スカイドラゴン,ドラゴン系,13000歩,なし,いっぴきおおかみ,並,989,194,509,376,203,135,95,439
18,スカイドラゴン,ドラゴン系,13000歩,なし,むっつりスケベ,極,1293,250,639,538,278,166,131,647
18,スカイドラゴン,ドラゴン系,13000歩,なし,むっつりスケベ,超,1190,230,588,495,256,153,121,596
18,スカイドラゴン,ドラゴン系,13000歩,なし,むっつりスケベ,特,1099,213,543,457,236,141,112,550
18,スカイドラゴン,ドラゴン系,13000歩,なし,むっつりスケベ,優,1035,200,511,431,223,133,105,518
18,スカイドラゴン,ドラゴン系,13000歩,なし,むっつりスケベ,並,970,188,479,404,209,125,99,486
18,スカイドラゴン,ドラゴン系,13000歩,なし,おおぐらい,極,1268,245,672,554,237,160,126,616
